created_at,id,text,source,name,username,location,verified,description,profile_image_url,retweets,likes,attachments,replies
2022-06-13 22:56:56+00:00,1536482781139705857,good night im #stressed xx,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,0,[],"{""data"":[{""id"":""1536487441468727297"",""text"":""@tobesocharly goodnightt""},{""id"":""1536484151418830849"",""text"":""@tobesocharly goodnight, sleep well and see you in a few hours&lt;3""},{""id"":""1536483010605989888"",""text"":""@sweetdayIight cries yes i will &lt;33""},{""id"":""1536482927286095878"",""text"":""@sweetdayIight i love you too sleep well mwahh""},{""id"":""1536482868435771396"",""text"":""@tobesocharly if u need to talk about it text me &lt;3""},{""id"":""1536482833442775042"",""text"":""@tobesocharly goodnight i love you""}],""meta"":{""newest_id"":""1536487441468727297"",""oldest_id"":""1536482833442775042"",""result_count"":6}}"
2022-06-13 18:47:52+00:00,1536420101230141446,"I have another flight tomorrow.. would you help me relieve some stress? 💋💋💋

#nsfwtwt #nsfw #horny #stressed #nsfwtwtﾟ https://t.co/aJqbT98oFw",Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,9,"['https://pbs.twimg.com/media/FVJ17t-WUAAu8ro.jpg - 1024x803 - Alt: None', 'https://pbs.twimg.com/media/FVJ18DWWUAI77o8.jpg - 1024x919 - Alt: None']","{""data"":[{""id"":""1536483956304093185"",""text"":""@ChomperKat Sure. Just tell me what I can do \uD83D\uDE0C""},{""id"":""1536420468424691712"",""text"":""@ChomperKat Sure! :)""}],""meta"":{""newest_id"":""1536483956304093185"",""oldest_id"":""1536420468424691712"",""result_count"":2}}"
2022-06-13 15:33:42+00:00,1536371239723360257,"This life has really beaten me down and now I'm hopeful it's going to change but I need your help. 

Life isn't supposed to be nothing but pain and suffering, but for a long time that's almost all I've had. 

#life #anxiety #stressed #alone",Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,3,[],"{""data"":[{""id"":""1536407609988849672"",""text"":""@WorkerUnityNow You are so welcome! Literally!  :)""},{""id"":""1536394809925111808"",""text"":""@myfiVeApp Thank you ❤️""},{""id"":""1536383454543335424"",""text"":""@WorkerUnityNow You're not alone! We don't want you to feel that way. We made an app that allows you to find the top 5 people most like you wherever you go and we'd love for you to join our community!\n\nDM with any Q's!\n\nIOS:  https://t.co/DM2bXJh0DV\n\nAndroid: https://t.co/86MylpD88F""}],""meta"":{""newest_id"":""1536407609988849672"",""oldest_id"":""1536383454543335424"",""result_count"":3}}"
2022-06-13 15:17:14+00:00,1536367096954621954,Home alone and I can’t find my 🌹! #Stressed 😂😂😂,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,0,[],"{""data"":[{""id"":""1536369878608842753"",""text"":""@MzFireworks \uD83D\uDE2E‍\uD83D\uDCA8\uD83D\uDE4C\uD83C\uDFFC☺️\uD83D\uDE02""},{""id"":""1536369763429269504"",""text"":""@tarayoung_26 Ayeeeeee\uD83D\uDE02\uD83D\uDE2D https://t.co/yipssbeXNF""},{""id"":""1536368234999554048"",""text"":""@MzFireworks Just charged mines\uD83D\uDDE3\uD83C\uDF89\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02""}],""meta"":{""newest_id"":""1536369878608842753"",""oldest_id"":""1536368234999554048"",""result_count"":3}}"
2022-06-13 14:21:47+00:00,1536353140173324291,"🚨Hoping for a good day. I've got so much that needs to get done but can't do it without some help. My life is mostly unbearable and I need help. Please help me. Goal200

#help #stressed #hope #Donation

https://t.co/l9nqZldVpl
Venmo: Dennis-M-3 
Paypal:dennishrh88@gmail.com",Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,1,0,[],"{""data"":[{""id"":""1536353141624655873"",""text"":""I've got to raise this money by noon. Hopefully moving this week, but need help to do so. Please Share my plea for help. \n\n@FernandAubry @CarolynUrban2 @PaulSorrentino3 @ripkin @ASnactivist @s4dsqu1dman @comradebirb @GotBeachGlass @Comrade_Aoife @TheComradeFist""}],""meta"":{""newest_id"":""1536353141624655873"",""oldest_id"":""1536353141624655873"",""result_count"":1}}"
2022-06-13 13:31:14+00:00,1536340419310592003,"""I was under pressure"" is not an excuse for toxic #behavior. 

Being #stressed doesn't justify #hostility.
It's not your #Responsibility to absorb their pain. 

Being busy doesn't license incivility.
No one's calendar is too full to be #respectful

Acts of #Kindness cost nothing",Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,2,8,[],"{""data"":[{""id"":""1536345106780782592"",""text"":""@Meeracle_eth You sef collect \uD83C\uDFA4\uD83C\uDF99\uD83C\uDFA4\uD83C\uDF99\uD83D\uDD0A\uD83D\uDD0A\uD83D\uDD0A\uD83D\uDCE2\uD83D\uDCE2""}],""meta"":{""newest_id"":""1536345106780782592"",""oldest_id"":""1536345106780782592"",""result_count"":1}}"
2022-06-13 09:28:48+00:00,1536279409396793346,getting my results td but idk at what time so im gonna be #stressed all day😔,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,2,[],"{""data"":[{""id"":""1536280368751550465"",""text"":""@KaweecheIchen real creative""},{""id"":""1536280317027311622"",""text"":""@panicatheworId thank u aang ur so real\uD83E\uDEF6""},{""id"":""1536279864612999171"",""text"":""@KIEUMYSALEX that's so real but I'll be rooting for you my prayers WILL change the universe in case it's needed amen""}],""meta"":{""newest_id"":""1536280368751550465"",""oldest_id"":""1536279864612999171"",""result_count"":3}}"
2022-06-13 09:01:03+00:00,1536272426773929984,@TicketmasterUK @Ticketmaster  URGENT help!! I have an event tonight - I can’t get the tickets. O2 app won’t recognise my email and password. Your chat box on website not working. I have sent a message on weekend no reply. #stressed,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,0,[],"{""data"":[{""id"":""1536286023864487937"",""text"":""@Crissieamg Please see DM. Thanks!""}],""meta"":{""newest_id"":""1536286023864487937"",""oldest_id"":""1536286023864487937"",""result_count"":1}}"
2022-06-13 06:06:58+00:00,1536228617012727808,"This weekend @nirne had a nightmare of being in a plane crash. So what does she do?

She has spent Sunday night watching an Amelia erhardt and Sully documentary #stressed https://t.co/EHRLHVvXah",Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,2,['None - 338x498 - Alt: None'],"{""data"":[{""id"":""1536232925951275014"",""text"":""@sarkissmith \uD83E\uDEE0""}],""meta"":{""newest_id"":""1536232925951275014"",""oldest_id"":""1536232925951275014"",""result_count"":1}}"
2022-06-12 22:47:10+00:00,1536117937043558400,"I never post pics but I guess it's time to put a face to my dumb ass twitter 
#Zildjian #drums #stressed #ILLEGALimmigrants https://t.co/fN8oYyllPd",Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,5,['https://pbs.twimg.com/media/FVFjHi_WYAAQavI.jpg - 1365x2048 - Alt: None'],"{""data"":[{""id"":""1536159642639908866"",""text"":""@WTr8sh Anything for you zaddy \uD83D\uDE2B""},{""id"":""1536145600718295040"",""text"":""@Chandler_Cahill Thanks daddy \uD83D\uDDA4\uD83D\uDDA4\uD83D\uDDA4""},{""id"":""1536138828771123200"",""text"":""@WTr8sh God you’re so hot""}],""meta"":{""newest_id"":""1536159642639908866"",""oldest_id"":""1536138828771123200"",""result_count"":3}}"
